系組代碼,校名,系組名,學群,學類,普通生錄取分數,學測_國文,學測_英文,分科_數甲,學測_數學A,學測_數學B,學測_自然,學測_社會,分科_地理,分科_歷史,分科_公民,分科_物理,分科_化學,分科_生物,同分參酌1_科目,同分參酌1_分數,同分參酌2_科目,同分參酌2_分數,同分參酌3_科目,同分參酌3_分數,,1,大學,科系
2764,國立暨南國際大學,應用化學系,數理化學群,化學學類,162,,2,1,1,,,,,,,,2,,,,,,,,,,國立暨南國際大學,應用化學系
2764,國立暨南國際大學,應用化學系,數理化學群,自然科學學類,162,,2,1,1,,,,,,,,2,,,,,,,,,,國立暨南國際大學,應用化學系
2765,國立暨南國際大學,應用材料及光電工程學系,工程學群,材料工程學類,184,,2,1,1,,,,,,,2,,,,,,,,,,,國立暨南國際大學,應用材料及光電工程學系
2766,國立暨南國際大學,科技學院學士班,資訊學群,資訊工程學類,213.25,,1,,2,,,,,,,2,,,,,,,,,,,,
2767,國立暨南國際大學,護理學系,醫藥衛生學群,護理學類,166,1.25,1.5,,,,,,,,,,,2,,,,,,,,,國立暨南國際大學,護理學系
2770,南華大學,財務金融學系,財經學群,財務金融學類,132.75,2,,,,1.75,,,,2,,,,,,,,,,,,,南華大學,財務金融學系
2771,南華大學,企業管理學系,管理學群,企業管理學類,138,2,1.75,,,,,,2,,,,,,,,,,,,,,南華大學,企業管理學系
2772,南華大學,文化創意事業管理學系,管理學群,文化與產業學類,113.25,2,1.75,,,,,,,1.75,,,,,,,,,,,,,南華大學,文化創意事業管理學系
2773,南華大學,旅遊管理學系,管理學群,觀光事業學類,134.5,2,,,,,,,2,1.75,,,,,,,,,,,,,南華大學,旅遊管理學系
2773,南華大學,旅遊管理學系,遊憩與運動學群,觀光事業學類,134.5,2,,,,,,,2,1.75,,,,,,,,,,,,,南華大學,旅遊管理學系
2774,南華大學,管理學院國際企業學士學位學程,管理學群,企業管理學類,-----,2,2,,,,,,,,1.75,,,,,,,,,,,,南華大學,管理學院國際企業學士學位學程
2775,南華大學,生死學系社會工作組,社會與心理學群,社會學學類,160.75,2,,,,,,,,,1.75,,,,,,,,,,,,南華大學,生死學系
2775,南華大學,生死學系社會工作組,文史哲學群,哲學學類,160.75,2,,,,,,,,,1.75,,,,,,,,,,,,南華大學,生死學系
2776,南華大學,生死學系殯葬服務組,社會與心理學群,社會學學類,130.5,2,,,,,,,,,1.75,,,,,,,,,,,,南華大學,生死學系
2776,南華大學,生死學系殯葬服務組,文史哲學群,哲學學類,130.5,2,,,,,,,,,1.75,,,,,,,,,,,,南華大學,生死學系
2777,南華大學,生死學系諮商組,社會與心理學群,社會學學類,183.25,2,,,,,,,,,1.75,,,,,,,,,,,,南華大學,生死學系
2777,南華大學,生死學系諮商組,文史哲學群,哲學學類,183.25,2,,,,,,,,,1.75,,,,,,,,,,,,南華大學,生死學系
3000,南華大學,幼兒教育學系,教育學群,幼兒教育學類,121,2,,,,,,,,1,,,,,,,,,,,,,南華大學,幼兒教育學系
3001,南華大學,文學系,文史哲學群,中國語文學類,127,2,,,,,,,1.5,2,,,,,,,,,,,,,南華大學,文學系
3002,南華大學,外國語文學系,外語學群,英語文學類,157.25,2,2,,,,,,,1.75,,,,,,,,,,,,,南華大學,外國語文學系
3003,南華大學,應用社會學系社會學組,社會與心理學群,社會學學類,119.75,2,2,,,,,,,1.75,,,,,,,,,,,,,南華大學,應用社會學系
3004,南華大學,應用社會學系社會工作組,社會與心理學群,社會學學類,144,2,2,,,,,,,1.75,,,,,,,,,,,,,南華大學,應用社會學系
3005,南華大學,傳播學系,大眾傳播學群,大眾傳播學類,170.25,2,,,,,,,,,1.75,,,,,,,,,,,,南華大學,傳播學系
3006,南華大學,國際事務與企業學系,法政學群,政治學類,170.25,2,1.75,,,,,,,2,,,,,,,,,,,,,南華大學,國際事務與企業學系
3007,南華大學,建築學系社會組,工程學群,建築學類,161.75,2,2,,,,,,1.75,,,,,,,,,,,,,,南華大學,建築學系(原建築與景觀學系)
3007,南華大學,建築學系社會組,建築與設計學群,建築學類,161.75,2,2,,,,,,1.75,,,,,,,,,,,,,,南華大學,建築學系(原建築與景觀學系)
3010,南華大學,建築學系自然組,工程學群,建築學類,140.25,2,2,,,,,,,,,1.75,,,,,,,,,,,南華大學,建築學系(原建築與景觀學系)
3010,南華大學,建築學系自然組,建築與設計學群,建築學類,140.25,2,2,,,,,,,,,1.75,,,,,,,,,,,南華大學,建築學系(原建築與景觀學系)
3011,南華大學,資訊工程學系,資訊學群,資訊工程學類,84,1.5,,,,,,,,,,1,,,,,,,,,,,南華大學,資訊工程學系
3011,南華大學,資訊工程學系,工程學群,電機工程學類,84,1.5,,,,,,,,,,1,,,,,,,,,,,南華大學,資訊工程學系
3011,南華大學,資訊工程學系,工程學群,電子工程學類,84,1.5,,,,,,,,,,1,,,,,,,,,,,南華大學,資訊工程學系
3012,南華大學,自然生物科技學系,生命科學學群,生物科技學類,114.25,2,,,,,,,,,,,,2,,,,,,,,,南華大學,自然生物科技學系
3013,南華大學,資訊管理學系,資訊學群,資訊管理學類,205.5,2,,,,,,,,2,1.75,,,,,,,,,,,,南華大學,資訊管理學系
3013,南華大學,資訊管理學系,管理學群,資訊管理學類,205.5,2,,,,,,,,2,1.75,,,,,,,,,,,,南華大學,資訊管理學系
3014,國立臺灣體育運動大學,體育學系,遊憩與運動學群,體育學類,252.94,,2,,,1,,,,,,,1,2,,,,,,,,,,
3015,國立臺灣體育運動大學,休閒運動學系,管理學群,運動管理學類,301.88,2,2,,,,,,1,1,,,,,,,,,,,,,國立臺灣體育運動大學,休閒運動學系
3015,國立臺灣體育運動大學,休閒運動學系,管理學群,休閒管理學類,301.88,2,2,,,,,,1,1,,,,,,,,,,,,,國立臺灣體育運動大學,休閒運動學系
3015,國立臺灣體育運動大學,休閒運動學系,遊憩與運動學群,運動管理學類,301.88,2,2,,,,,,1,1,,,,,,,,,,,,,國立臺灣體育運動大學,休閒運動學系
3015,國立臺灣體育運動大學,休閒運動學系,遊憩與運動學群,休閒管理學類,301.88,2,2,,,,,,1,1,,,,,,,,,,,,,國立臺灣體育運動大學,休閒運動學系
3016,國立臺灣體育運動大學,運動事業管理學系,管理學群,運動管理學類,188,2,2,,,,,,1,1,,,,,國,41,,,,,,,國立臺灣體育運動大學,運動事業管理學系
3016,國立臺灣體育運動大學,運動事業管理學系,遊憩與運動學群,運動管理學類,188,2,2,,,,,,1,1,,,,,國,41,,,,,,,國立臺灣體育運動大學,運動事業管理學系
3017,國立臺灣體育運動大學,運動健康科學系,遊憩與運動學群,運動保健學類,130.5,,2,,,,,,,,,,1.5,2,生,32,,,,,,,,
3020,國立臺灣體育運動大學,運動資訊與傳播學系,大眾傳播學群,資訊傳播學類,244.5,2,2,,,,,,1,1.75,,,,,英,28,,,,,,,國立臺灣體育運動大學,運動資訊與傳播學系
3021,國立臺南藝術大學,藝術史學系,文史哲學群,歷史學類,194.75,1.25,1,,,,,,1.5,1.5,,,,,,,,,,,,,國立臺南藝術大學,藝術史學系
3022,國立臺南藝術大學,應用音樂學系,藝術學群,音樂學類,184.5,1.5,1.5,,,,,,1,1,,,,,,,,,,,,,,
3023,國立臺南藝術大學,材質創作與設計系,建築與設計學群,藝術與設計學類,248.7,1.5,1.5,,,,,,,1,,,,,,,,,,,,,國立臺南藝術大學,材質創作與設計系
3023,國立臺南藝術大學,材質創作與設計系,藝術學群,藝術與設計學類,248.7,1.5,1.5,,,,,,,1,,,,,,,,,,,,,國立臺南藝術大學,材質創作與設計系
3024,玄奘大學,社會工作學系,社會與心理學群,社會工作學類,163.75,2,,,,,,,1.75,2,,,,,,,,,,,,,玄奘大學,社會工作學系
3025,玄奘大學,應用心理學系,社會與心理學群,心理學類,149,2,,,,,,,1.75,2,,,,,,,,,,,,,玄奘大學,應用心理學系
3026,玄奘大學,法律學系,法政學群,法律學類,128.5,2,,,,,,,1.75,2,,,,,,,,,,,,,,
3027,玄奘大學,大眾傳播學系,大眾傳播學群,大眾傳播學類,-----,2,,,,,,,1.75,2,,,,,,,,,,,,,,
3030,玄奘大學,視覺傳達設計學系,建築與設計學群,商業設計學類,-----,2,,,,,,,1.75,1.5,,,,,,,,,,,,,玄奘大學,視覺傳達設計學系
3031,玄奘大學,時尚設計學系,建築與設計學群,時尚與服裝設計學類,156.75,2,,,,,,,1.75,2,,,,,,,,,,,,,玄奘大學,時尚設計學系
3032,玄奘大學,應用日語學系,外語學群,日語文學類,-----,2,,,,,,,1.75,2,,,,,,,,,,,,,玄奘大學,應用日語學系
3033,玄奘大學,餐旅管理學系,管理學群,餐旅管理學類,-----,2,,,,,,,1.75,2,,,,,,,,,,,,,玄奘大學,餐旅管理學系
3033,玄奘大學,餐旅管理學系,遊憩與運動學群,餐旅管理學類,-----,2,,,,,,,1.75,2,,,,,,,,,,,,,玄奘大學,餐旅管理學系
3034,真理大學,工業管理與經營資訊學系,工程學群,工業工程與管理學類,-----,2,2,,,,,,,1,,,,,,,,,,,,,真理大學,工業管理與經營資訊學系
3034,真理大學,工業管理與經營資訊學系,管理學群,工業工程與管理學類,-----,2,2,,,,,,,1,,,,,,,,,,,,,真理大學,工業管理與經營資訊學系
3035,真理大學,企業管理學系,管理學群,企業管理學類,-----,2,1,,,,,,,,1.75,,,,,,,,,,,,,
3036,真理大學,資訊管理學系資管應用組,管理學群,資訊管理學類,107.5,1.5,,,,,,,,2,,,,,,,,,,,,,,
3037,真理大學,資訊管理學系電商行銷組,管理學群,資訊管理學類,133,1.5,,,,,,,2,,,,,,,,,,,,,,,
3040,真理大學,資訊管理學系智慧商務組,管理學群,資訊管理學類,-----,1.5,,,,,,,1,2,,,,,,,,,,,,,,
3041,真理大學,法律學系,法政學群,財經法律學類,120,2,,,,,,,,1.5,2,,,,,,,,,,,,真理大學,法律學系
3042,真理大學,會計資訊學系,財經學群,會計學類,224,2,1,,,,,,2,2,,,,,,,,,,,,,,
3043,真理大學,財務金融學系,財經學群,財務金融學類,-----,2,1,,,1,,,,2,,,,,,,,,,,,,,
3044,真理大學,國際企業與貿易學系,財經學群,國際企業學類,93.25,,2,,,,,,1.75,,,,,,,,,,,,,,,
3045,真理大學,理財與稅務規劃學系,財經學群,財稅學類,-----,1.75,,,,,,,,,1.75,,,,,,,,,,,,真理大學,理財與稅務規劃學系(原財政稅務學系)
3046,真理大學,經濟學系,財經學群,經濟學類,-----,1.75,,,,,,,,2,,,,,,,,,,,,,,
3047,真理大學,觀光事業學系,遊憩與運動學群,觀光事業學類,107,1,1,,,,,,2,,,,,,,,,,,,,,,
3050,真理大學,觀光數位知識學系旅遊創新組,遊憩與運動學群,觀光事業學類,-----,2,1.5,,,,,,,2,,,,,,,,,,,,,,
3051,真理大學,觀光數位知識學系海洋遊憩組,遊憩與運動學群,觀光事業學類,-----,2,,,,,,,2,,,,,,,,,,,,,,,
3052,真理大學,觀光數位知識學系餐旅資訊組,遊憩與運動學群,觀光事業學類,167.5,2,,,,,,,,,2,,,,,,,,,,,,,
3053,真理大學,觀光數位知識學系旅運科技組,遊憩與運動學群,觀光事業學類,-----,2,,,,,,,2,1.5,,,,,,,,,,,,,,
3054,真理大學,運動管理學系,管理學群,運動管理學類,118,2,1.5,,,,,,,1.5,,,,,,,,,,,,,真理大學,運動管理學系
3054,真理大學,運動管理學系,遊憩與運動學群,運動管理學類,118,2,1.5,,,,,,,1.5,,,,,,,,,,,,,真理大學,運動管理學系
3055,真理大學,運動資訊傳播學系,資訊學群,資訊傳播學類,122.75,2,,,,,,,,1.25,,,,,,,,,,,,,真理大學,運動資訊傳播學系
3055,真理大學,運動資訊傳播學系,大眾傳播學群,資訊傳播學類,122.75,2,,,,,,,,1.25,,,,,,,,,,,,,真理大學,運動資訊傳播學系
3056,真理大學,人文與資訊學系,資訊學群,資訊傳播學類,-----,2,1,,,,,,,2,,,,,,,,,,,,,真理大學,人文與資訊學系
3056,真理大學,人文與資訊學系,大眾傳播學群,資訊傳播學類,-----,2,1,,,,,,,2,,,,,,,,,,,,,真理大學,人文與資訊學系
3057,真理大學,英美語文學系,外語學群,英語文學類,-----,1.5,1.5,,,,,,,1.25,,,,,,,,,,,,,,
3060,真理大學,應用日語學系,外語學群,日語文學類,132,2,1.5,,,,,,,1.5,,,,,,,,,,,,,,
3061,真理大學,台灣文學系,文史哲學群,臺灣語文學類,-----,1.5,,,,,,,1,1,,,,,,,,,,,,,,
3062,真理大學,音樂應用學系-演奏教學A組,藝術學群,音樂學類,-----,1.5,1.5,,,,,,,1,,,,,,,,,,,,,,
3063,真理大學,音樂應用學系-演奏教學B組,藝術學群,音樂學類,-----,2,1.5,,,,,,,,1,,,,,,,,,,,,,
3064,真理大學,音樂應用學系-行政管理組,藝術學群,音樂學類,93,2,1.5,,,,,,,1,,,,,,,,,,,,,,
3065,真理大學,統計資訊與精算學系,財經學群,保險學類,-----,2,2,,,2,,,,,1,,,,,,,,,,,,真理大學,統計資訊與精算學系(原財務與精算學系)
3066,真理大學,資訊工程學系甲組,資訊學群,資訊工程學類,-----,2,,,,,,,1,,,,,,,,,,,,,,,
3067,真理大學,資訊工程學系乙組,資訊學群,資訊工程學類,-----,2,,,,,,,,1,,,,,,,,,,,,,,
3070,真理大學,航空事業學系,工程學群,運輸物流管理學類,85.25,1.25,,,,,,,,,1,,,,,,,,,,,,真理大學,航空事業學系
3070,真理大學,航空事業學系,管理學群,運輸物流管理學類,85.25,1.25,,,,,,,,,1,,,,,,,,,,,,真理大學,航空事業學系
3071,國立臺北大學,法律學系法學組,法政學群,法律學類,316.5,1.5,1.5,,,1.5,,,,1,1,,,,國,56,,,,,,,國立臺北大學,法律學系
3072,國立臺北大學,法律學系司法組,法政學群,法律學類,320,1.5,1.5,,,1.5,,,,1,1,,,,國,53,,,,,,,國立臺北大學,法律學系
3073,國立臺北大學,法律學系財經法組,法政學群,法律學類,322,1.5,1.5,,,1.5,,,,1,1,,,,,,,,,,,,國立臺北大學,法律學系
3074,國立臺北大學,企業管理學系,管理學群,企業管理學類,276,1.5,2,,2,,,,,,1,,,,英,47,,,,,,,,
3075,國立臺北大學,金融與合作經營學系,財經學群,財務金融學類,265,1,2,,2,,,,,,1,,,,數A,38,英,46,6,,,,,
3076,國立臺北大學,會計學系,財經學群,會計學類,258,1,2,,2,,,,,,1,,,,數A,33,,,,,,,國立臺北大學,會計學系
3077,國立臺北大學,統計學系,數理化學群,統計學類,263.25,1.5,1.75,,2,,,,,,1,,,,數A,39,,,,,,,國立臺北大學,統計學系
3077,國立臺北大學,統計學系,財經學群,統計學類,263.25,1.5,1.75,,2,,,,,,1,,,,數A,39,,,,,,,國立臺北大學,統計學系
3100,國立臺北大學,休閒運動管理學系,管理學群,運動管理學類,276,1.5,2,,,2,,,,,1,,,,,,,,,,,,國立臺北大學,休閒運動管理學系
3100,國立臺北大學,休閒運動管理學系,管理學群,休閒管理學類,276,1.5,2,,,2,,,,,1,,,,,,,,,,,,國立臺北大學,休閒運動管理學系
3100,國立臺北大學,休閒運動管理學系,遊憩與運動學群,運動管理學類,276,1.5,2,,,2,,,,,1,,,,,,,,,,,,國立臺北大學,休閒運動管理學系
3100,國立臺北大學,休閒運動管理學系,遊憩與運動學群,休閒管理學類,276,1.5,2,,,2,,,,,1,,,,,,,,,,,,國立臺北大學,休閒運動管理學系
3101,國立臺北大學,公共行政暨政策學系,法政學群,政治學類,333,1.5,1,,,1,,,,,2,,,,,,,,,,,,國立臺北大學,公共行政暨政策學系
3101,國立臺北大學,公共行政暨政策學系,法政學群,行政管理學類,333,1.5,1,,,1,,,,,2,,,,,,,,,,,,國立臺北大學,公共行政暨政策學系
3101,國立臺北大學,公共行政暨政策學系,管理學群,行政管理學類,333,1.5,1,,,1,,,,,2,,,,,,,,,,,,國立臺北大學,公共行政暨政策學系
3102,國立臺北大學,財政學系,財經學群,財稅學類,201,,1.25,,1.25,,,,1,,1,,,,,,,,,,,,國立臺北大學,財政學系
3103,國立臺北大學,不動產與城鄉環境學系,法政學群,地政與土地資產管理學類,227,1,1.5,,,1.5,,,1,,,,,,英,40,,,,,,,國立臺北大學,不動產與城鄉環境學系
3103,國立臺北大學,不動產與城鄉環境學系,管理學群,地政與土地資產管理學類,227,1,1.5,,,1.5,,,1,,,,,,英,40,,,,,,,國立臺北大學,不動產與城鄉環境學系
3104,國立臺北大學,經濟學系,財經學群,經濟學類,230.5,1,1.5,,2,,,,,,1,,,,數A,31,,,,,,,國立臺北大學,經濟學系
3105,國立臺北大學,社會學系,社會與心理學群,社會學學類,198,1,1.5,,,1,,,,,1,,,,英,40,數B,39,9,,,,國立臺北大學,社會學系
3106,國立臺北大學,社會工作學系,社會與心理學群,社會工作學類,264,1.5,1.25,,,1,,,,1,1.25,,,,,,,,,,,,國立臺北大學,社會工作學系
3107,國立臺北大學,中國文學系,文史哲學群,中國語文學類,270,2,1.5,,,,,,1,1.25,,,,,,,,,,,,,,
3110,國立臺北大學,應用外語學系,外語學群,英語文學類,261.5,1.5,2,,,,,,1,1,,,,,英,44,4,55,5,,,,,
3111,國立臺北大學,歷史學系,文史哲學群,歷史學類,284.5,1.25,1.25,,,,,,1,1.5,1,,,,歷,60,,,,,,,國立臺北大學,歷史學系
3112,國立臺北大學,資訊工程學系,資訊學群,資訊工程學類,245.75,1,1.25,1.5,,,,,,,,1.25,1,,數甲,38,,,,,,,,
3113,國立臺北大學,通訊工程學系,工程學群,通訊工程學類,244,1,1.25,1.5,,,,,,,,1.25,1,,數甲,50,,,,,,,國立臺北大學,通訊工程學系
3114,國立臺北大學,電機工程學系,工程學群,電機工程學類,212,1,1,1,,,,,,,,1,1,,數甲,37,,,,,,,,
3115,國立嘉義大學,教育學系,教育學群,教育學類,221,1.5,1.5,,,1.5,,,,1,1,,,,國,42,,,,,,,國立嘉義大學,教育學系
3116,國立嘉義大學,輔導與諮商學系,社會與心理學群,輔導與諮商學類,203.5,1.5,1.5,,,1.5,,,,,1,,,,,,,,,,,,國立嘉義大學,輔導與諮商學系
3116,國立嘉義大學,輔導與諮商學系,教育學群,輔導與諮商學類,203.5,1.5,1.5,,,1.5,,,,,1,,,,,,,,,,,,國立嘉義大學,輔導與諮商學系
3117,國立嘉義大學,體育與健康休閒學系,遊憩與運動學群,體育學類,176,2,2,,,1,,,,,1,,,,國,42,,,,,,,國立嘉義大學,體育與健康休閒學系
3120,國立嘉義大學,特殊教育學系,教育學群,特殊教育學類,260,2,,,,1,,,2,,2,,,,,,,,,,,,國立嘉義大學,特殊教育學系
3121,國立嘉義大學,幼兒教育學系,教育學群,幼兒教育學類,189.5,1.5,1.5,,,1,,,1,1,,,,,國,41,,,,,,,國立嘉義大學,幼兒教育學系
3122,國立嘉義大學,數位學習設計與管理學系(社會組),資訊學群,數位學習學類,188,1.5,1.5,,,,,,,1,1,,,,,,,,,,,,國立嘉義大學,數位學習設計與管理學系
3122,國立嘉義大學,數位學習設計與管理學系(社會組),教育學群,數位學習學類,188,1.5,1.5,,,,,,,1,1,,,,,,,,,,,,國立嘉義大學,數位學習設計與管理學系
3123,國立嘉義大學,數位學習設計與管理學系(自然組),資訊學群,數位學習學類,167.5,1.5,1.5,,,1,,,,,,1,,,,,,,,,,,國立嘉義大學,數位學習設計與管理學系
3123,國立嘉義大學,數位學習設計與管理學系(自然組),教育學群,數位學習學類,167.5,1.5,1.5,,,1,,,,,,1,,,,,,,,,,,國立嘉義大學,數位學習設計與管理學系
3124,國立嘉義大學,中國文學系,文史哲學群,中國語文學類,206,2,1,,,,,,1,1.5,,,,,,,,,,,,,國立嘉義大學,中國文學系
3125,國立嘉義大學,視覺藝術學系,建築與設計學群,藝術與設計學類,262,2,1,,,,,,,1,,,,,,,,,,,,,國立嘉義大學,視覺藝術學系
3125,國立嘉義大學,視覺藝術學系,藝術學群,美術學類,262,2,1,,,,,,,1,,,,,,,,,,,,,國立嘉義大學,視覺藝術學系
3125,國立嘉義大學,視覺藝術學系,藝術學群,藝術與設計學類,262,2,1,,,,,,,1,,,,,,,,,,,,,國立嘉義大學,視覺藝術學系
3126,國立嘉義大學,應用歷史學系,文史哲學群,史地學類,167.25,1.25,,,,,,,1.25,1.5,,,,,,,,,,,,,國立嘉義大學,應用歷史學系
3127,國立嘉義大學,外國語言學系英語教學組,外語學群,英語文學類,134.5,1.25,2,,,,,,,1,,,,,,,,,,,,,國立嘉義大學,外國語言學系
